Date Time,Open,High,Low,Close,Volume,Adj Close
2021-08-24 04:00:00,448.15,448.4,447.98,448.29,0,448.29
2021-08-24 04:05:00,448.27,448.41,448.27,448.4,0,448.4
2021-08-24 04:10:00,448.37,448.44,448.33,448.33,0,448.33
2021-08-24 04:15:00,448.27,448.34,448.23,448.28,0,448.28
2021-08-24 04:20:00,448.3,448.37,448.3,448.37,0,448.37
2021-08-24 04:25:00,448.34,448.34,448.27,448.29,0,448.29
2021-08-24 04:30:00,448.29,448.33,448.22,448.24,0,448.24
2021-08-24 04:35:00,448.22,448.3,448.1,448.1,0,448.1
2021-08-24 04:40:00,448.18,448.29,448.18,448.24,0,448.24
2021-08-24 04:45:00,448.29,448.34,448.24,448.26,0,448.26
2021-08-24 04:50:00,448.26,448.29,448.22,448.29,0,448.29
2021-08-24 04:55:00,448.26,448.26,448.16,448.19,0,448.19
2021-08-24 05:00:00,448.17,448.19,448.09,448.13,0,448.13
2021-08-24 05:05:00,448.13,448.16,448.03,448.15,0,448.15
2021-08-24 05:10:00,448.18,448.29,448.18,448.22,0,448.22
2021-08-24 05:15:00,448.18,448.22,448.15,448.22,0,448.22
2021-08-24 05:20:00,448.22,448.22,448.19,448.19,0,448.19
2021-08-24 05:25:00,448.19,448.2,448.08,448.09,0,448.09
2021-08-24 05:30:00,448.08,448.12,448.05,448.12,0,448.12
2021-08-24 05:35:00,448.08,448.08,447.9,447.94,0,447.94
2021-08-24 05:40:00,447.89,447.9,447.77,447.82,0,447.82
2021-08-24 05:45:00,447.87,447.92,447.84,447.84,0,447.84
2021-08-24 05:50:00,447.86,447.86,447.85,447.85,0,447.85
2021-08-24 05:55:00,447.85,447.91,447.67,447.75,0,447.75
2021-08-24 06:00:00,447.7,447.8,447.7,447.79,0,447.79
2021-08-24 06:05:00,447.82,447.92,447.79,447.9,0,447.9
2021-08-24 06:10:00,447.87,447.95,447.82,447.92,0,447.92
2021-08-24 06:15:00,447.9,447.9,447.8,447.83,0,447.83
2021-08-24 06:20:00,447.92,447.92,447.82,447.82,0,447.82
2021-08-24 06:25:00,447.96,448.0,447.92,447.98,0,447.98
2021-08-24 06:30:00,447.99,448.01,447.97,448.01,0,448.01
2021-08-24 06:35:00,448.0,448.02,447.92,447.99,0,447.99
2021-08-24 06:40:00,447.99,448.09,447.99,448.05,0,448.05
2021-08-24 06:45:00,448.07,448.08,448.05,448.06,0,448.06
2021-08-24 06:50:00,448.06,448.1,448.04,448.04,0,448.04
2021-08-24 06:55:00,448.07,448.1,448.04,448.08,0,448.08
2021-08-24 07:00:00,448.15,448.2,448.02,448.02,0,448.02
2021-08-24 07:05:00,448.02,448.1,448.02,448.02,0,448.02
2021-08-24 07:10:00,448.02,448.08,448.0,448.05,0,448.05
2021-08-24 07:15:00,448.05,448.1,448.03,448.06,0,448.06
2021-08-24 07:20:00,448.06,448.1,447.98,447.98,0,447.98
2021-08-24 07:25:00,448.01,448.05,447.98,448.05,0,448.05
2021-08-24 07:30:00,448.05,448.09,447.9,447.9,0,447.9
2021-08-24 07:35:00,447.9,448.01,447.86,447.87,0,447.87
2021-08-24 07:40:00,447.87,447.94,447.81,447.94,0,447.94
2021-08-24 07:45:00,447.94,447.94,447.85,447.85,0,447.85
2021-08-24 07:50:00,447.85,447.88,447.77,447.81,0,447.81
2021-08-24 07:55:00,447.79,447.92,447.78,447.8,0,447.8
2021-08-24 08:00:00,448.19,448.73,447.595,447.75,0,447.75
2021-08-24 08:05:00,447.74,447.83,447.73,447.8,0,447.8
2021-08-24 08:10:00,447.78,447.83,447.78,447.81,0,447.81
2021-08-24 08:15:00,447.8,447.88,447.79,447.79,0,447.79
2021-08-24 08:20:00,447.79,447.81,447.43,447.49,0,447.49
2021-08-24 08:25:00,447.59,447.7,447.53,447.64,0,447.64
2021-08-24 08:30:00,447.63,447.66,447.53,447.61,0,447.61
2021-08-24 08:35:00,447.6,447.6,447.36,447.41,0,447.41
2021-08-24 08:40:00,447.4,447.51,447.4,447.42,0,447.42
2021-08-24 08:45:00,447.41,447.49,447.26,447.4,0,447.4
2021-08-24 08:50:00,447.37,447.52,447.37,447.46,0,447.46
2021-08-24 08:55:00,447.46,447.58,447.43,447.56,0,447.56
2021-08-24 09:00:00,447.55,447.79,447.55,447.76,0,447.76
2021-08-24 09:05:00,447.75,447.91,447.75,447.85,0,447.85
2021-08-24 09:10:00,447.82,447.88,447.76,447.815,0,447.815
2021-08-24 09:30:00,447.8599853515625,447.92999267578125,447.5199890136719,447.5199890136719,2060456,447.5199890136719
2021-08-24 09:35:00,447.510009765625,448.0199890136719,447.4200134277344,447.80999755859375,1024968,447.80999755859375
2021-08-24 09:40:00,447.82000732421875,448.0,447.7250061035156,447.989990234375,566167,447.989990234375
2021-08-24 09:45:00,448.0,448.1300048828125,447.7799987792969,448.0799865722656,1487221,448.0799865722656
2021-08-24 09:50:00,448.0849914550781,448.1700134277344,447.8999938964844,447.94000244140625,875146,447.94000244140625
2021-08-24 09:55:00,447.9549865722656,448.17999267578125,447.8700866699219,448.010009765625,516812,448.010009765625
2021-08-24 10:00:00,448.0199890136719,448.20989990234375,447.82000732421875,448.04998779296875,944192,448.04998779296875
2021-08-24 10:05:00,448.0450134277344,448.1400146484375,447.82000732421875,448.0400085449219,586733,448.0400085449219
2021-08-24 10:10:00,448.04998779296875,448.2099914550781,448.0,448.0899963378906,380828,448.0899963378906
2021-08-24 10:15:00,448.1099853515625,448.375,448.1000061035156,448.3481140136719,398564,448.3481140136719
2021-08-24 10:20:00,448.3500061035156,448.3500061035156,448.1600036621094,448.20001220703125,360537,448.20001220703125
2021-08-24 10:25:00,448.1919860839844,448.3599853515625,448.19000244140625,448.3572998046875,537924,448.3572998046875
2021-08-24 10:30:00,448.3550109863281,448.3699951171875,448.1400146484375,448.2300109863281,328407,448.2300109863281
2021-08-24 10:35:00,448.2349853515625,448.375,448.2200012207031,448.3301086425781,324930,448.3301086425781
2021-08-24 10:40:00,448.3399963378906,448.3500061035156,448.25,448.2950134277344,264300,448.2950134277344
2021-08-24 10:45:00,448.2900085449219,448.3500061035156,448.2200012207031,448.3453063964844,334882,448.3453063964844
2021-08-24 10:50:00,448.3399963378906,448.4599914550781,448.19000244140625,448.2300109863281,689217,448.2300109863281
2021-08-24 10:55:00,448.260009765625,448.2650146484375,448.0899963378906,448.19000244140625,290139,448.19000244140625
2021-08-24 11:00:00,448.18499755859375,448.2701110839844,448.0299987792969,448.114990234375,357701,448.114990234375
2021-08-24 11:05:00,448.1199951171875,448.260009765625,448.099609375,448.2200012207031,215520,448.2200012207031
2021-08-24 11:10:00,448.2200012207031,448.30499267578125,448.15301513671875,448.2900085449219,171374,448.2900085449219
2021-08-24 11:15:00,448.2799987792969,448.3599853515625,448.2099914550781,448.2799987792969,202548,448.2799987792969
2021-08-24 11:20:00,448.2799987792969,448.3800048828125,448.260009765625,448.2900085449219,499910,448.2900085449219
2021-08-24 11:25:00,448.2900085449219,448.2950134277344,447.97479248046875,447.9800109863281,434847,447.9800109863281
2021-08-24 11:30:00,447.9800109863281,447.989990234375,447.739990234375,447.7799987792969,521959,447.7799987792969
2021-08-24 11:35:00,447.95001220703125,448.0299987792969,447.7799987792969,447.92999267578125,340378,447.92999267578125
2021-08-24 11:40:00,447.92999267578125,447.9700012207031,447.81988525390625,447.94000244140625,377782,447.94000244140625
2021-08-24 11:45:00,447.92999267578125,448.0199890136719,447.8299865722656,447.8900146484375,477341,447.8900146484375
2021-08-24 11:50:00,447.8999938964844,448.0199890136719,447.8800048828125,448.0,186653,448.0
2021-08-24 11:55:00,447.989990234375,448.0799865722656,447.95001220703125,448.0249938964844,216368,448.0249938964844
2021-08-24 12:00:00,448.0299987792969,448.0350036621094,447.79998779296875,447.9150085449219,479395,447.9150085449219
2021-08-24 12:05:00,447.9150085449219,448.0199890136719,447.8800048828125,447.94500732421875,143232,447.94500732421875
2021-08-24 12:10:00,447.94000244140625,448.0199890136719,447.8999938964844,447.8999938964844,419225,447.8999938964844
2021-08-24 12:15:00,447.9100036621094,447.93499755859375,447.7300109863281,447.8315124511719,441598,447.8315124511719
2021-08-24 12:20:00,447.8315124511719,447.8500061035156,447.739990234375,447.7799987792969,171742,447.7799987792969
2021-08-24 12:25:00,447.7699890136719,447.7900085449219,447.6499938964844,447.69000244140625,253195,447.69000244140625
2021-08-24 12:30:00,447.69000244140625,447.82000732421875,447.5899963378906,447.79998779296875,1054514,447.79998779296875
2021-08-24 12:35:00,447.7900085449219,447.8699951171875,447.70001220703125,447.8100891113281,168874,447.8100891113281
2021-08-24 12:40:00,447.80999755859375,447.92999267578125,447.7699890136719,447.9100036621094,106118,447.9100036621094
2021-08-24 12:45:00,447.9107971191406,447.9599914550781,447.8500061035156,447.8800048828125,130316,447.8800048828125
2021-08-24 12:50:00,447.8900146484375,447.9200134277344,447.8428955078125,447.9049987792969,99978,447.9049987792969
2021-08-24 12:55:00,447.8999938964844,447.92999267578125,447.8399963378906,447.9200134277344,102357,447.9200134277344
2021-08-24 13:00:00,447.92498779296875,448.0899963378906,447.9150085449219,448.04998779296875,233803,448.04998779296875
2021-08-24 13:05:00,448.05499267578125,448.07000732421875,447.9700012207031,448.0332946777344,458342,448.0332946777344
2021-08-24 13:10:00,448.0299987792969,448.04998779296875,447.99090576171875,448.0,82549,448.0
2021-08-24 13:15:00,448.010009765625,448.0799865722656,447.9849853515625,448.04998779296875,125715,448.04998779296875
2021-08-24 13:20:00,448.04998779296875,448.04998779296875,447.9800109863281,448.0150146484375,146042,448.0150146484375
2021-08-24 13:25:00,448.0199890136719,448.02899169921875,447.9100036621094,447.989990234375,157054,447.989990234375
2021-08-24 13:30:00,447.9949951171875,448.1199951171875,447.9949951171875,448.0899963378906,229243,448.0899963378906
2021-08-24 13:35:00,448.0899963378906,448.2099914550781,448.0799865722656,448.17999267578125,229122,448.17999267578125
2021-08-24 13:40:00,448.17999267578125,448.2900085449219,448.17999267578125,448.2049865722656,226384,448.2049865722656
2021-08-24 13:45:00,448.2099914550781,448.260009765625,448.1650085449219,448.2200012207031,168273,448.2200012207031
2021-08-24 13:50:00,448.2300109863281,448.2900085449219,448.125,448.2900085449219,152704,448.2900085449219
2021-08-24 13:55:00,448.2950134277344,448.32000732421875,448.2200012207031,448.2300109863281,218608,448.2300109863281
2021-08-24 14:00:00,448.239990234375,448.3399963378906,448.2349853515625,448.2850036621094,349338,448.2850036621094
2021-08-24 14:05:00,448.2799987792969,448.2950134277344,448.260009765625,448.2900085449219,62037,448.2900085449219
2021-08-24 14:06:56,448.2449951171875,448.2449951171875,448.2449951171875,448.2449951171875,0,448.2449951171875
